mote,kind,K,state,hour,share
22,hmc_in,3,2,12,0.30849056603773584
22,hmc_in,3,2,13,0.30009496676163344
22,hmc_in,3,2,14,0.20650095602294455
22,hmc_in,3,2,15,0.19718309859154928
22,hmc_in,3,2,16,0.20419847328244276
22,hmc_in,3,2,17,0.20788177339901479
22,hmc_in,3,2,18,0.010506208213944603
22,hmc_in,3,2,19,0.0
22,hmc_in,3,2,20,0.0
22,hmc_in,3,2,21,0.0
22,hmc_in,3,2,22,0.0
22,hmc_in,3,2,23,0.0
22,pmc_state,3,0,0,0.0
22,pmc_state,3,0,1,0.0
22,pmc_state,3,0,2,0.0
22,pmc_state,3,0,3,0.0
22,pmc_state,3,0,4,0.0
22,pmc_state,3,0,5,0.0
22,pmc_state,3,0,6,0.0
22,pmc_state,3,0,7,0.7854406130268199
22,pmc_state,3,0,8,0.7032558139534884
22,pmc_state,3,0,9,0.4895238095238095
22,pmc_state,3,0,10,0.4017094017094017
22,pmc_state,3,0,11,0.21007604562737642
22,pmc_state,3,0,12,0.20849056603773586
22,pmc_state,3,0,13,0.258309591642925
22,pmc_state,3,0,14,0.20172084130019122
22,pmc_state,3,0,15,0.27699530516431925
22,pmc_state,3,0,16,0.21278625954198474
22,pmc_state,3,0,17,0.129064039408867
22,pmc_state,3,0,18,0.022922636103151862
22,pmc_state,3,0,19,0.0
22,pmc_state,3,0,20,0.0
22,pmc_state,3,0,21,0.0
22,pmc_state,3,0,22,0.0
22,pmc_state,3,0,23,0.0
22,pmc_state,3,1,0,0.9990723562152134
22,pmc_state,3,1,1,1.0
22,pmc_state,3,1,2,1.0
22,pmc_state,3,1,3,1.0
22,pmc_state,3,1,4,1.0
22,pmc_state,3,1,5,1.0
22,pmc_state,3,1,6,1.0
22,pmc_state,3,1,7,0.1503831417624521
22,pmc_state,3,1,8,0.2762790697674419
22,pmc_state,3,1,9,0.5104761904761905
22,pmc_state,3,1,10,0.5982905982905983
22,pmc_state,3,1,11,0.7899239543726235
22,pmc_state,3,1,12,0.7915094339622641
22,pmc_state,3,1,13,0.7302943969610636
22,pmc_state,3,1,14,0.7944550669216062
22,pmc_state,3,1,15,0.7230046948356808
22,pmc_state,3,1,16,0.7318702290076335
22,pmc_state,3,1,17,0.8147783251231527
22,pmc_state,3,1,18,0.9350525310410697
22,pmc_state,3,1,19,1.0
22,pmc_state,3,1,20,1.0
22,pmc_state,3,1,21,1.0
22,pmc_state,3,1,22,1.0
22,pmc_state,3,1,23,1.0
22,pmc_state,3,2,0,0.0009276437847866419
22,pmc_state,3,2,1,0.0
22,pmc_state,3,2,2,0.0
22,pmc_state,3,2,3,0.0
22,pmc_state,3,2,4,0.0
22,pmc_state,3,2,5,0.0
22,pmc_state,3,2,6,0.0
22,pmc_state,3,2,7,0.06417624521072797
22,pmc_state,3,2,8,0.020465116279069766
22,pmc_state,3,2,9,0.0
22,pmc_state,3,2,10,0.0
22,pmc_state,3,2,11,0.0
22,pmc_state,3,2,12,0.0
22,pmc_state,3,2,13,0.011396011396011397
22,pmc_state,3,2,14,0.0038240917782026767
22,pmc_state,3,2,15,0.0
22,pmc_state,3,2,16,0.05534351145038168
22,pmc_state,3,2,17,0.0561576354679803
22,pmc_state,3,2,18,0.04202483285577841
22,pmc_state,3,2,19,0.0
22,pmc_state,3,2,20,0.0
22,pmc_state,3,2,21,0.0
22,pmc_state,3,2,22,0.0
22,pmc_state,3,2,23,0.0
47,hmc_in,3,0,0,0.402321083172147
47,hmc_in,3,0,1,0.5271317829457365
47,hmc_in,3,0,2,0.6865817825661117
47,hmc_in,3,0,3,0.7881188118811882
47,hmc_in,3,0,4,0.787109375
47,hmc_in,3,0,5,0.7974683544303798
47,hmc_in,3,0,6,0.7894211576846307
47,hmc_in,3,0,7,0.4001919385796545
47,hmc_in,3,0,8,0.260019550342131
47,hmc_in,3,0,9,0.11121951219512195
47,hmc_in,3,0,10,0.037827352085354024
47,hmc_in,3,0,11,0.0
47,hmc_in,3,0,12,0.0
47,hmc_in,3,0,13,0.010607521697203472
47,hmc_in,3,0,14,0.022637795275590553
47,hmc_in,3,0,15,0.0
47,hmc_in,3,0,16,0.0
47,hmc_in,3,0,17,0.06831683168316832
47,hmc_in,3,0,18,0.0966183574879227
47,hmc_in,3,0,19,0.09441233140655106
47,hmc_in,3,0,20,0.1062618595825427
47,hmc_in,3,0,21,0.20967741935483872
47,hmc_in,3,0,22,0.28653295128939826
47,hmc_in,3,0,23,0.3107344632768362
47,hmc_in,3,1,0,0.39264990328820115
47,hmc_in,3,1,1,0.374031007751938
47,hmc_in,3,1,2,0.20763956904995104
47,hmc_in,3,1,3,0.10495049504950495
47,hmc_in,3,1,4,0.107421875
47,hmc_in,3,1,5,0.1002921129503408
47,hmc_in,3,1,6,0.1027944111776447
47,hmc_in,3,1,7,0.1727447216890595
47,hmc_in,3,1,8,0.32746823069403713
47,hmc_in,3,1,9,0.4897560975609756
47,hmc_in,3,1,10,0.5819592628516004
47,hmc_in,3,1,11,0.6017274472168906
47,hmc_in,3,1,12,0.5963912630579298
47,hmc_in,3,1,13,0.5515911282545806
47,hmc_in,3,1,14,0.3031496062992126
47,hmc_in,3,1,15,0.3072463768115942
47,hmc_in,3,1,16,0.2011776251226693
47,hmc_in,3,1,17,0.14455445544554454
47,hmc_in,3,1,18,0.20772946859903382
47,hmc_in,3,1,19,0.29383429672447015
47,hmc_in,3,1,20,0.4658444022770398
47,hmc_in,3,1,21,0.49240986717267554
47,hmc_in,3,1,22,0.41165234001910217
47,hmc_in,3,1,23,0.4256120527306968
47,hmc_in,3,2,0,0.20502901353965183
47,hmc_in,3,2,1,0.09883720930232558
47,hmc_in,3,2,2,0.10577864838393732
47,hmc_in,3,2,3,0.10693069306930693
47,hmc_in,3,2,4,0.10546875
47,hmc_in,3,2,5,0.10223953261927946
47,hmc_in,3,2,6,0.10778443113772455
47,hmc_in,3,2,7,0.42706333973128596
47,hmc_in,3,2,8,0.4125122189638319
47,hmc_in,3,2,9,0.39902439024390246
47,hmc_in,3,2,10,0.3802133850630456
47,hmc_in,3,2,11,0.3982725527831094
47,hmc_in,3,2,12,0.4036087369420703
47,hmc_in,3,2,13,0.437801350048216
47,hmc_in,3,2,14,0.6742125984251969
47,hmc_in,3,2,15,0.6927536231884058
47,hmc_in,3,2,16,0.7988223748773308
47,hmc_in,3,2,17,0.7871287128712872
47,hmc_in,3,2,18,0.6956521739130435
47,hmc_in,3,2,19,0.6117533718689788
47,hmc_in,3,2,20,0.4278937381404175
47,hmc_in,3,2,21,0.29791271347248577
47,hmc_in,3,2,22,0.3018147086914995
47,hmc_in,3,2,23,0.263653483992467
47,pmc_state,3,0,0,0.9903288201160542
47,pmc_state,3,0,1,1.0
47,pmc_state,3,0,2,1.0
47,pmc_state,3,0,3,1.0
47,pmc_state,3,0,4,1.0
47,pmc_state,3,0,5,1.0
47,pmc_state,3,0,6,1.0
47,pmc_state,3,0,7,0.39923224568138194
47,pmc_state,3,0,8,0.38514173998044965
47,pmc_state,3,0,9,0.34536585365853656
47,pmc_state,3,0,10,0.30358874878758485
47,pmc_state,3,0,11,0.27927063339731284
47,pmc_state,3,0,12,0.258309591642925
47,pmc_state,3,0,13,0.10607521697203472
47,pmc_state,3,0,14,0.047244094488188976
47,pmc_state,3,0,15,0.14782608695652175
47,pmc_state,3,0,16,0.2011776251226693
47,pmc_state,3,0,17,0.19405940594059407
47,pmc_state,3,0,18,0.6434782608695652
47,pmc_state,3,0,19,0.9479768786127167
47,pmc_state,3,0,20,1.0
47,pmc_state,3,0,21,1.0
47,pmc_state,3,0,22,1.0
47,pmc_state,3,0,23,1.0
47,pmc_state,3,1,0,0.009671179883945842
47,pmc_state,3,1,1,0.0
47,pmc_state,3,1,2,0.0
47,pmc_state,3,1,3,0.0
47,pmc_state,3,1,4,0.0
47,pmc_state,3,1,5,0.0
47,pmc_state,3,1,6,0.0
47,pmc_state,3,1,7,0.3330134357005758
47,pmc_state,3,1,8,0.25806451612903225
47,pmc_state,3,1,9,0.4634146341463415
47,pmc_state,3,1,10,0.5877788554801164
47,pmc_state,3,1,11,0.5959692898272553
47,pmc_state,3,1,12,0.6372269705603039
47,pmc_state,3,1,13,0.742526518804243
47,pmc_state,3,1,14,0.9438976377952756
47,pmc_state,3,1,15,0.6734299516908212
47,pmc_state,3,1,16,0.47399411187438667
47,pmc_state,3,1,17,0.4504950495049505
47,pmc_state,3,1,18,0.22705314009661837
47,pmc_state,3,1,19,0.05202312138728324
47,pmc_state,3,1,20,0.0
47,pmc_state,3,1,21,0.0
47,pmc_state,3,1,22,0.0
47,pmc_state,3,1,23,0.0
47,pmc_state,3,2,0,0.0
47,pmc_state,3,2,1,0.0
47,pmc_state,3,2,2,0.0
47,pmc_state,3,2,3,0.0
47,pmc_state,3,2,4,0.0
47,pmc_state,3,2,5,0.0
47,pmc_state,3,2,6,0.0
47,pmc_state,3,2,7,0.2677543186180422
47,pmc_state,3,2,8,0.3567937438905181
47,pmc_state,3,2,9,0.19121951219512195
47,pmc_state,3,2,10,0.10863239573229874
47,pmc_state,3,2,11,0.12476007677543186
47,pmc_state,3,2,12,0.10446343779677113
47,pmc_state,3,2,13,0.15139826422372227
47,pmc_state,3,2,14,0.008858267716535433
47,pmc_state,3,2,15,0.178743961352657
47,pmc_state,3,2,16,0.32482826300294404
47,pmc_state,3,2,17,0.35544554455445543
47,pmc_state,3,2,18,0.1294685990338164
47,pmc_state,3,2,19,0.0
47,pmc_state,3,2,20,0.0
47,pmc_state,3,2,21,0.0
47,pmc_state,3,2,22,0.0
47,pmc_state,3,2,23,0.0
